artist tags
Imagine_Dragons |indie, indie rock, alternative, rock, indie pop, alternative rock, american, pop, IMAGINE DRAGONS, male vocalists, pop rock, electronic, USA, United States, electronic rock, las vegas, 2010s, Pop-Rock, band, us, folk, new wave, 10s, beentheredonethat, seen live by bjornhoog, Lowlands 2014, english, indie hetero, seen live more than once, seen live by barbarobella, band: imagine dragons, Coldplay, dubstep, Love, modern, male vocalist, Favorite, chill, Vocal Pop, indie-pop, soul, synthpop, Nevada, later, Lowlands 2013, seen live, sasquatch 2013, us-american, 4 people, 00s, 3, uitluisteren artist, imagine  dragons, under 2000 listeners, imagine dragon, post-nerdcore, imaginedragons, imagin dragons, linescratcher, Skitz0rz, holloween skitz0rz, general, dan reynolds, Incredible, Favourite Band, melkweg 2013, 2000s, singer-songwriter, sunflower, shit i will never listen to, alternative pop, experimental, favourite, melkweg, chillout, post-punk, bastille, Fave, amazing, ouvir mais tarde, world, hear me, provo, fav, 3FMcore, World Music, The Killers, my dance room, All, U2, 2014, Daniel Reynolds, daniel sermon, andrew tolman, Dave Lemke, brendan urie, Rock an Roll, Lady Gaga, The Script, A ouvir|
Calvin_Harris |electronic, dance, electro, Disco, electronica, british, Scottish, House, indie, pop, electropop, calvin harris, Electroclash, synth pop, synthpop, male vocalists, UK, new rave, scotland, nu-disco, electro house, 00s, Progressive House, indie pop, club, indietronica, EDM, dj, alternative, Electro Pop, electro dance, dumfries, 80s, techno, nu disco, singer-songwriter, party, calvin, funk, Eletro, trance, eletronic, sexy, you are welcome in poland, dubstep, favorites, new wave, 80, coachella 2008, 10s, producer, fun, male vocalist, electro-pop, seen live, synth, chill906, My favourite, catchy, damned good, Disco Revival, David Guetta, electrohouse, funky, little onion, Brutal Death Metal with Nordic Influence and guest vocalist satan, Parcerias, 2010s, We Found Love, britpop, cool, hip hop, flashback, disco electronic, soul, harris, dance pop, keikat, dance-pop, new disco, DIsco House, Havana Brown, remix, female vocalists, electrodance, Random, Rihanna, Awesome, danc, Acceptable in the 80s, indie disco, live, zeroplays, english, indie-disco, dub, mi, elektro, alternative dance, chillout|
Muse |alternative rock, rock, alternative, Progressive rock, indie, british, indie rock, britpop, Muse, Progressive, electronic, space rock, experimental, UK, male vocalists, new prog, 00s, Awesome, pop, hard rock, favorites, Britrock, english, 90s, brit rock, Symphonic Rock, emo, want to see live, epic, art rock, Favourites, metal, piano, Love, electronica, genius, england, psychedelic, punk, british rock, melancholic, pop rock, Brit, amazing, Neo-prog, classic rock, Best Band EVER, prog rock, Progressive metal, alt rock, Favorite, seen live, new wave, favourite, indie pop, Grunge, FUCKING AWESOME, beautiful, Favourite bands, punk rock, overrated, industrial, guitar, post-rock, piano rock, sexy, electronic rock, male vocalist, chillout, Teignmouth, better than radiohead, devon, radiohead, the best, Favorite Artists, Great Lyricists, cool, falsetto, brit alternative rock, twilight, prog, favourite artists, instrumental, Classical, ambient, heavy metal, alternative metal, <3, female vocalists, hardcore, singer-songwriter, Favorite Bands, acoustic, jazz, Love it, trip-hop, Soundtrack, dance, best, live|
Hozier |blues, indie, soul, singer-songwriter, irish, indie rock, rock, folk, male vocalists, alternative, indie folk, ireland, pop, gospel, blues rock, Hozier, chamber pop, acoustic, pop soul, soul rock, bray, on my cd rack, nu soul, folktronica, nu blues, indie pop, I would love to see live, Folk Blues, solo, Europop, acoustic blues, 10s, mermaids, ID3, wicklow, doom folk, alternative singer-songwriter, doom blues, radioparadise, 2014, doom gospel, gospelish, egofm, relevant magazine, listened but not scrobbled, prio4, glastonbury 2014, Poetic Neo Pop, PUTA COISA MARAVILHOSA, ohkaasa, genre: singer-songwriter, d-alt, singer-songwriters, Soundtrack, Favorite Artists, british, folk rock, baroque pop, r&b, Fusion, Radio, acoustic guitar, alternative country, Indie-Rock, Neo-Soul, Alternative Folk, from: ireland, Doom, Favorite artist, pop-soul, want to see live, chamber-pop, male vocalist, awsome, southern gothic, sweet ass, radio paradise, seen live|
Daft_Punk |electronic, House, dance, electronica, techno, french, electro, alternative, Daft Punk, french house, funk, france, 90s, rock, Disco, pop, indie, chillout, electropop, club, 00s, Soundtrack, experimental, trance, synthpop, french touch, electro house, party, instrumental, french electro, Progressive House, ambient, robots, paris, trip-hop, alternative rock, Awesome, punk, Electroclash, synth, industrial, favorites, funky, big beat, Hip-Hop, want to see live, eletronic, jazz, male vocalists, robot rock, indie rock, idm, psychedelic, daft, duo, metal, french electronic, filter house, synth pop, new wave, DIsco House, robot, classic rock, cool, tron, chill, 80s, Love, elektro, left-field house, fun, soul, japanese, JazzCancer, Favorite Artists, great, dub, beats, hardcore, amazing, favourite, EDM, dj, nu-disco, downtempo, funky house, folk, Favourites, anime, Favorite, female vocalists, dance party, francais, Progressive rock, Energetic, blues, robot music, robotic, favourite artists, rap|
Major_Lazer |dancehall, electronic, reggae, dub, electro, dance, ragga, dubstep, trap, moombahton, electronica, diplo, Hip-Hop, House, jamaican, funk, experimental, electro house, american, major lazer, dance hall, caribbean, jamaica, bass, reggae fusion, USA, UK, british, 00s, ghetto, lazers, hip hop, indie, Electro Dancehall, breakbeat, electro reggae, fidget house, Electro Ragga, seen live, alternative, All, baile funk, Bashment, different, phatness, elektro, beats, Drum and bass, world, jungle, dance to this in my underwear, ghetto bass, glitch-hop, soca, Pukkelpop 2010, raggamuffin, want to see live, seen twice, majorlazer, Downtown, bands i've seen live, Seen live baby, auto-tune, seen live-dj set, baile-tech, Switch, funky, Lowlands 2013, srsly are they white, cool, crossover, to chyba jakijs dyktator, Awesome, Disco, more dub please, Ariana Grande, dance party, drugs, Reggaeton, Progressive House, underground hip-hop, Pukkelpop2, the strombo show, mad alice seen live, Seen live13, Roskilde 2009, EC hipster, ozwld, i only liked one song, mad-hop, ne 75, daggering, nu-bluz, pe 100, EA Sports FIFA, Nu-Bluz Funky Grooves in the E-Lounge, electronic dancehall, tecno brega, dutch house, world fushion|
Red_Hot_Chili_Peppers |rock, alternative rock, alternative, funk, Funk Rock, Red Hot Chili Peppers, punk, american, indie, 90s, California, rhcp, crossover, classic rock, hard rock, pop, 80s, funk metal, punk rock, metal, indie rock, USA, funky, 00s, pop rock, male vocalists, Grunge, favorites, funk-rock, bass, Awesome, red hot chilli peppers, los angeles, Red Hot, rap rock, Progressive rock, emo, guitar, Favorite, flea, cool, Favourites, rap, Psychedelic Rock, soul, chillout, Fusion, electronic, psychedelic, Favorite Bands, Love, Rap-Rock, jazz, Hip-Hop, want to see live, college rock, John Frusciante, rapcore, chill, heavy metal, modern rock, acoustic, blues, red, groovy, favourite, Favourite bands, fun, Chili Peppers, californication, singer-songwriter, ska, new wave, electronica, overrated, peppers, funkrock, alt rock, hardcore, Favorite Artists, male vocalist, female vocalists, dance, instrumental, Nu Metal, hip hop, post-punk, Pop-Rock, alternative metal, seen live, good music, thrash metal, Stoner Rock, english, death metal, amazing, great, good, jecks, psycho metal|
Florence_+_the_Machine |indie, female vocalists, alternative, british, indie pop, pop, folk, singer-songwriter, indie rock, rock, soul, baroque pop, alternative rock, female vocalist, Florence and The Machine, art rock, UK, indie folk, art pop, experimental, london, britpop, electronic, powerful voice, 00s, alternative pop, english, love at first listen, female, beautiful, want to see live, Love, pop rock, acoustic, epic, florence, england, florence welch, great lyrics, favorites, chamber pop, Awesome, <3, United Kingdom, amazing, anti-folk, blues, redhead, electronica, soundtrack of my imagination, Soundtrack, baroque, punk, female vocals, Pop-Rock, Mellow, little onion, folktronica, blue eyed soul, indietronica, 2000s, top new music, dark, headphones required, female fronted, dance, inspiration, genius, great voice, gospel, harp, interesting, Neo Soul, dream pop, 2009, stuff I should be able to inject directly into my blood, seen live, female singer-songwriter, kate nash, Dark Days, transliteracy, favourite, self-identity, chill, machine, new, Voice, wrrr, ethereal, 2010s, indie-pop, Instrumentation, amazing voice, pop soul, Sigh and swoon in equal measure, production, melancholy, art, wonky pop, hurricane 2010|
Kanye_West |Hip-Hop, rap, hip hop, rnb, Kanye West, american, Gay Fish, pop, hiphop, chicago, soul, electronic, male vocalists, alternative, 00s, producer, kanye, gayfish, indie, rock, experimental, urban, dance, r&b, alternative rap, electronica, alternative hip-hop, pop rap, good music, singer-songwriter, favorites, midwest rap, USA, Awesome, funk, pop-rap, emo, beats, Midwest, roc-a-fella, chi-town, Favorite, electropop, indie rock, genius, punk, amazing, Black, music, Yeezy, jay-z, east coast rap, r'n'b, Illinois, r and b, alternative rock, god, chillout, trip-hop, Love, male vocalist, 10s, us, west, overrated, experimental hip-hop, black music, Favourites, male, party, classic rock, guilty pleasure, acoustic, legend, jazz, chill, Conscious Rap, art pop, comedy, reggae, kayne west, autotune, punk rock, cool, political, pop art, blues, indie pop, 2000s, butterrmahjely, metal, douche, rocafella, fun, oldies, seen live, english, good rap, hip-hop and rap, Officially Shit|
Nirvana |Grunge, rock, alternative, alternative rock, 90s, punk, Nirvana, american, indie, seattle, hard rock, punk rock, metal, classic rock, Kurt Cobain, Grunge Rock, indie rock, USA, male vocalists, legend, favorites, 80s, Progressive rock, Garage Rock, pop, emo, singer-songwriter, psychedelic, post-punk, hardcore, noise rock, heavy metal, 90's, washington, Dave Grohl, Awesome, overrated, Favorite, seattle sound, guitar, 90s Rock, psycho metal, psychometal, Love, acoustic, Stoner Rock, Psychedelic Rock, classic, Favourites, PsychoMetal4Life, Nu Metal, legends, KuRt, favourite, death metal, male vocalist, suicide, electronic, sub pop, Favorite Artists, new wave, amazing, Favorite Bands, pop punk, thrash metal, 90s alternative, the best, Dead, alt rock, alternative metal, folk, cool, Legendary, Smells Like Teen Spirit, 1990s, industrial, genius, cobain, heavy, noise, jazz, electronica, female vocalists, Hip-Hop, experimental, funk, 60s, chillout, pet cemetery, Favourite bands, music, oldies, melancholy, Grunge-rock, blues, indie pop, britpop, favourite artists, ska, good|
David_Guetta |House, dance, electronic, club, techno, french, David Guetta, electronica, electro, pop, trance, dj, electro house, eurodance, french house, party, club house, guetta, france, vocal house, deep house, Progressive House, Club Music, electropop, 00s, Disco, eletronic, chillout, david, remix, Français, alternative, vocal trance, rnb, Hip-Hop, funk, male vocalists, house music, funky house, dance pop, emo, paris, cool, rock, soul, electrohouse, elektro, tech house, love is gone, electro dance tech house, funky, 2010s, EDM, Akon, francais, rap, Progressive, new, dance house, jecks, memories, Electroclash, 2011, euro trance, sexy bitch, alternative rock, Rave, female vocalists, eletronica, jazz, Pop House, groovy, Favourites, clubbing, Eletro, european, producer, Pitbull, english, dg, american, experimental, ibiza, Love, acid jazz, 2007, Fuck Me Im Famous, delirious, hip house, Hard Trance, acoustic, indie, commercial dance, 2009, electro-house, discotheque, Officially Shit, synthpop, pop rock, hip hop|
Kendrick_Lamar |Hip-Hop, rap, west coast, compton, California, hip hop, american, West Coast Rap, underground hip-hop, black hippy, west coast hip-hop, kendrick lamar, jazz rap, los angeles, conscious hip-hop, underground rap, Conscious Hip Hop, Hip Hop/Rap, hiphop, swag, tde, male vocalists, funk, west coast hip hop, Bliv, Jazz Hop, electronica, Lady Gaga, alternative hip-hop, soul, Gangsta Rap, listen, Eminem, Lana Del Rey, jazzy, Ciara, male, d12, USA, to listen, Destiny's Child, westcoast rap, abstract hip-hop, pop rap, Neo-Soul, indie, spotify, Dope, political, hameryka, Conscious Rap, nigga, Californian, underground hip hop, hardcore rap, newschool, indie rap, funky, 10s, hype, jazz-hop, yung dynasty, alternative rap, jus-smith, JUS SMITH, Artists I have seen Live, hardcore hip-hop, Dr.Dre, 2010s, Top Dawg ENT, storytelling, seen live, american rap, westcoast, cali, real, kendrick have a dream, objectifiable, need an iv drip, so fucking genius, Need to scrobble, heineken opener festival 2013, eclectic rapper, most overrated rapper ever, shinzo, in2 it, FSKF, coachella 2012, HiiiPower, top dawg entertainment, post-nerdcore, a mental popsicle, chill906, bambam, opener, boom bap, political hip-hop, United States, <3, Orgasmic|
Blur |britpop, rock, indie, alternative, british, alternative rock, indie rock, 90s, pop, blur, UK, indie pop, brit pop, english, punk, electronic, male vocalists, damon albarn, pop rock, england, brit rock, Britrock, experimental, post-punk, 00s, classic rock, favorites, Brit-pop, electronica, london, Grunge, new wave, british rock, shoegaze, Favourites, Brit, punk rock, fun, colchester, 80s, dance, metal, cool, Pop-Rock, singer-songwriter, emo, Awesome, Progressive rock, alternative dance, hard rock, chillout, favourite, psychedelic, trip-hop, Love, Experimental Rock, graham coxon, 90's, funk, Favorite Artists, Lo-Fi, Hip-Hop, folk, madchester, Favorite, want to see live, jazz, male vocalist, mod, genius, ambient, art rock, gorillaz, Garage Rock, alt rock, guitar, Essex, Stoner Rock, Soundtrack, alternative pop, United Kingdom, soul, electro, acoustic, 1990s, female vocalists, Good Stuff, favourite artists, Dance-Rock, Mellow, seen live, rap, alternative pop-rock, post-rock, reggae, brit-rock, not indie, beautiful, Pop/Rock, ska|
Beyoncé |rnb, pop, female vocalists, soul, Hip-Hop, beyonce, dance, r&b, american, sexy, Officially Shit, Shakira, diva, female, bitch, hip hop, shakira wannabe, female vocalist, whore, overrated, 00s, all things annoying in the world put together into one stupid bitch, cunt, talentless, rhythm and blues, urban, animal cruelty, your ears will bleed, bimbo, r'n'b, rap, wack, Love, boring, legend, USA, singer-songwriter, hot, r and b, jazz, black music, funk, amazing, beautiful, officially shallow, electronic, Brutal Death Metal, Fierce, dance-pop, contemporary rnb, Beyonce knowles, party, constant lip syncher, guilty pleasure, hiphop, texas, bootylicious, destinys child, english, Favorite Artists, club, cool, Queen, House, Love it, dance pop, remix, great voice, Rihanna, alternative, fun, sasha fierce, Guilty Pleasures, Black, rock, Halo, female vocal, What the Armies of Satan listen to as they impale babies, Adele, teen pop, Favorite, divas, irreplaceable, female vocals, sweet, Houston, drops wet cement on unsuspecting crippled children, the best, music, female artists, 90s, mainstream, latin, easy listening, Destiny's Child, Britney Spears, vocalists, electropop, ego, trance|
Pink_Floyd |Progressive rock, classic rock, Psychedelic Rock, rock, psychedelic, british, Progressive, Pink Floyd, 70s, alternative, art rock, experimental, space rock, 60s, 80s, hard rock, alternative rock, prog rock, UK, classic, legend, prog, Experimental Rock, favorites, indie, ambient, oldies, Avant-Garde, atmospheric, electronic, male vocalists, pop, 90s, guitar, Awesome, instrumental, Best Band EVER, blues, metal, david gilmour, english, British Psychedelia, trippy, genius, Roger Waters, england, jazz, chillout, psychadelic, psychodelic rock, Favorite Artists, Acid Rock, Floyd, art-rock, Favorite, psychodelic, british invasion, british rock, psychadelic rock, Syd Barrett, Symphonic Rock, blues rock, epic, punk, chill, pink, Favourites, Progressive metal, favourite, indie rock, Mellow, Stoner Rock, Psychedelia, electronica, Prog-Rock, amazing, singer-songwriter, legends, beautiful, 70s rock, United Kingdom, folk, heavy metal, emo, 60's, Favorite Bands, funk, acoustic, album rock, post-rock, favourite artists, soul, Great Lyricists, classics, new wave, the best, cambridge, Love, 70's, groovy|
Sam_Smith |soul, pop, british, electronic, dance, male vocalists, rnb, england, singer-songwriter, Neo-Soul, indie, r&b, english, sad pop, alternative, United Kingdom, SAMME, sam smith, vocalists, london, All, whiner, 00s, under 2000 listeners, folk, Neo Soul, 2007, overrated, electropop, headphones, rhythm and blues, UK, 2014, SWR3 New Pop Festival, powerful vocals, UK artist, Officially Shit, Check out more, grammy winner, 10s, pop soul, 2010s, na koncercie bylem pilem i dobrze sie bawilem, new artistes, adult conteporary, NC 25, ne 75, listened but not scrobbled, geohash:gcpvj0e5m415, SXSW 2014, eurosonic 2014, 2014 discoveries, 1992-05-19, Great Chishill, people seem to have no visual requirements important thing is that they sound gay, shocked this person is gay, soft rock, House, synthpop, male, garage, queer, Drum and bass, Disco, Radio, spooky, breakbeat, Male Singer-Songwriter, great vocals, Singer/Songwriter, dance pop, Favorite artist, UK Garage, try, male vocalist, contemporary rnb, male artists, talentless, the worst thing ever to happen to music, discover, again, blue eyed soul, gay pride, gay pop, heavenly voice, amazing voice, seen live|
Linkin_Park |rock, Nu Metal, alternative rock, alternative, metal, rapcore, Linkin Park, Nu-metal, alternative metal, american, hard rock, crossover, punk, electronic, pop, rap, rap rock, emo, rap metal, male vocalists, Hip-Hop, pop rock, USA, punk rock, lp, new metal, 00s, favorites, NOT METAL, indie, linkin, Rap-Rock, California, mallcore, electronic rock, hardcore, Progressive rock, hip hop, 90s, industrial, electronica, rap-metal, heavy metal, experimental, numetal, screamo, Awesome, indie rock, Hybrid, Grunge, post-grunge, Officially Shit, classic rock, mike shinoda, not rock, english, park, male vocalist, chester bennington, dance, Favorite, female vocalists, linkinpark, 2WoFM, Favourites, Love, modern rock, favourite, numb, techno, In the End, want to see live, cool, japanese, alt rock, All, metalcore, Favorite Bands, industrial rock, ambient, live, amazing, Gothic, trance, Soundtrack, instrumental, psycho metal, overrated, band, Favorite Artists, the best, PsychoMetal4Life, favourite artists, psychometal, great, Hard, my music, best, hardrock, singer-songwriter|
